"Ages","ple","event","type","sex","species","ctype","minAge","order"
5,1,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.00999999999999,1,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.01402666666674,1,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.03999999999996,1,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.05999999999995,1,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.06000000000017,1,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.06999999999994,0.998601398601399,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.07000000000016,0.998601398601399,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.07000000000016,0.998601398601399,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.08000000000015,0.998601398601399,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.10513666666668,0.997196895931073,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.11000000000013,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.13999999999987,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.1400000000001,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.1400000000001,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.1400000000001,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.15000000000009,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.15000000000009,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.15999999999985,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.16000000000008,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.17000000000007,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.23000000000002,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.23025333333335,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.24000000000001,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.24000000000001,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.24782666666675,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.25309666666675,0.997196895931073,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.25949333333332,0.995766197371631,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.25999999999999,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.26999999999998,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.26999999999998,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.27999999999997,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.27999999999997,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.27999999999997,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.27999999999997,0.995766197371631,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.29999999999995,0.994320963413182,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.31000000000017,0.992875729454732,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.32000000000016,0.992875729454732,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.32084000000008,0.992875729454732,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.33999999999992,0.99142627583509,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.35000000000014,0.99142627583509,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.35735000000008,0.99142627583509,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.36000000000013,0.989972571618323,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.36000000000013,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.36000000000013,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.38000000000011,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.38000000000011,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.39999999999986,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.40000000000009,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.42000000000007,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.42000000000007,0.989972571618323,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.4699999999998,0.98850158711369,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.48000000000002,0.98850158711369,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.49000000000001,0.98850158711369,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.50999999999999,0.987028410381777,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.50999999999999,0.985557429144248,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.51999999999998,0.985557429144248,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.53999999999996,0.985557429144248,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.54999999999995,0.984079831799204,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.56000000000017,0.984079831799204,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.56000000000017,0.984079831799204,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.59999999999991,0.982597783859748,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.6099999999999,0.981115735920291,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.61000000000013,0.981115735920291,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.6400000000001,0.979633687980834,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.6400000000001,0.978153878784489,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.65000000000009,0.978153878784489,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.65000000000009,0.978153878784489,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.65000000000009,0.978153878784489,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.65999999999985,0.976665060095319,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.66000000000008,0.976665060095319,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.67000000000007,0.975173968400517,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.67000000000007,0.975173968400517,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.67999999999984,0.973680593257484,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.68000000000006,0.973680593257484,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.68000000000006,0.973680593257484,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.70000000000005,0.972182623114011,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.71000000000004,0.972182623114011,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.7199999999998,0.970682341288218,1,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
5.72000000000003,0.970682341288218,0,"Not contracepted","Female","Addax nasomaculatus","Hormonal",5,"Artiodactyla"
