"Ages","ple","event","type","sex","species","ctype","minAge","order"
1,1,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1,0.999305555555556,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.00999999999999,0.999305555555556,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.01999999999998,0.998608689756702,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.01999999999998,0.998608689756702,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.01999999999998,0.998608689756702,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.01999999999998,0.998608689756702,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.01999999999998,0.998608689756702,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.02999999999997,0.997909873318804,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.02999999999997,0.997211545905705,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.02999999999997,0.997211545905705,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.03977666666663,0.997211545905705,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.03999999999996,0.997211545905705,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.03999999999996,0.99651174832963,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.03999999999996,0.99651174832963,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.04000000000019,0.99651174832963,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.04999999999995,0.99651174832963,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.04999999999995,0.99651174832963,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.04999999999995,0.99651174832963,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.04999999999995,0.995810966509427,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.04999999999995,0.995110677503443,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05000000000018,0.995110677503443,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05000000000018,0.994408411675988,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05999999999995,0.993705649547595,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05999999999995,0.993705649547595,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05999999999995,0.993705649547595,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05999999999995,0.993705649547595,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.05999999999995,0.993705649547595,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.06000000000017,0.993705649547595,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.06999999999994,0.993001393240332,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.06999999999994,0.993001393240332,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.06999999999994,0.992297636051643,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.06999999999994,0.992297636051643,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.07000000000016,0.991592378314577,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.07999999999993,0.991592378314577,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.08000000000015,0.991592378314577,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.08999999999992,0.990887120577511,1,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.08999999999992,0.990887120577511,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.09999999999991,0.990887120577511,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.09999999999991,0.990887120577511,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
1.09999999999991,0.990887120577511,0,"Not contracepted","Female","Axis axis","Hormonal",1,"Artiodactyla"
